Name,tag,Length,product,locus_tag
calcium-binding protein CDS,SGL_RS04265,1776,calcium-binding protein,sll1009
iron uptake porin CDS,SGL_RS04720,1776,iron uptake porin,slr1908
pyk CDS,SGL_RS07035,1776,pyruvate kinase,sll1275
N-acetylmuramoyl-L-alanine amidase CDS,SGL_RS07285,1776,N-acetylmuramoyl-L-alanine amidase,slr0891
NFACT family protein CDS,SGL_RS07175,1773,NFACT family protein,slr0880
hypothetical protein CDS,SGL_RS03120,1770,hypothetical protein,sll1665
R3H domain-containing nucleic acid-binding protein CDS,SGL_RS03965,1770,R3H domain-containing nucleic acid-binding protein,slr0692
mutL CDS,SGL_RS06005,1761,DNA mismatch repair endonuclease MutL,slr1199
hypothetical protein CDS,SGL_RS02125,1758,hypothetical protein,slr1114
AarF/ABC1/UbiB kinase family protein CDS,SGL_RS07550,1758,AarF/ABC1/UbiB kinase family protein,sll1770
recN CDS,SGL_RS11690,1755,DNA repair protein RecN,sll1520
hypothetical protein CDS,SGL_RS12150,1755,hypothetical protein,sll0149
M61 family metallopeptidase CDS,SGL_RS16505,1755,M61 family metallopeptidase,slr0031
argS CDS,SGL_RS16720,1755,arginine--tRNA ligase,sll0502
HlyD family efflux transporter periplasmic adaptor subunit CDS,SGL_RS10625,1752,HlyD family efflux transporter periplasmic adaptor subunit,sll1181
peptide ABC transporter substrate-binding protein CDS,SGL_RS08095,1749,peptide ABC transporter substrate-binding protein,slr1740
ABC transporter ATP-binding protein CDS,SGL_RS15595,1743,ABC transporter ATP-binding protein,slr0615
hypothetical protein CDS,SGL_RS17735,1743,hypothetical protein,sll0727
ATP-binding protein CDS,SGL_RS15925,1740,ATP-binding protein,sll0284
diflavin flavoprotein CDS,SGL_RS02645,1737,diflavin flavoprotein,sll0217
iron uptake porin CDS,SGL_RS16575,1731,iron uptake porin,slr0042
succinate dehydrogenase/fumarate reductase flavoprotein subunit CDS,SGL_RS06730,1728,succinate dehydrogenase/fumarate reductase flavoprotein subunit,slr1233
ABC-F family ATP-binding cassette domain-containing protein CDS,SGL_RS08255,1725,ABC-F family ATP-binding cassette domain-containing protein,slr0864
serine/threonine-protein kinase CDS,SGL_RS11280,1725,serine/threonine-protein kinase,slr1697
diflavin flavoprotein CDS,SGL_RS14955,1722,diflavin flavoprotein,sll0550
iron uptake porin CDS,SGL_RS07085,1719,iron uptake porin,sll1271
ureC CDS,SGL_RS04480,1710,urease subunit alpha,sll1750
metallophosphoesterase CDS,SGL_RS02145,1707,metallophosphoesterase,sll1064
kaiC CDS,SGL_RS08835,1707,circadian clock protein KaiC,sll1595
NAD-binding protein CDS,SGL_RS11890,1707,NAD-binding protein,sll0261
AarF/ABC1/UbiB kinase family protein CDS,SGL_RS15775,1704,AarF/ABC1/UbiB kinase family protein,sll0095
SulP family inorganic anion transporter CDS,SGL_RS02930,1701,SulP family inorganic anion transporter,slr1776
AarF/ABC1/UbiB kinase family protein CDS,SGL_RS04810,1701,AarF/ABC1/UbiB kinase family protein,slr1919
SulP family inorganic anion transporter CDS,SGL_RS15100,1695,SulP family inorganic anion transporter,sll0834
mechanosensitive ion channel family protein CDS,SGL_RS15615,1695,mechanosensitive ion channel family protein,sll0590
transglutaminase family protein CDS,SGL_RS02265,1689,transglutaminase family protein,sll1049
DNA ligase CDS,SGL_RS05200,1689,DNA ligase,sll1583
DUF3685 domain-containing protein CDS,SGL_RS10350,1689,DUF3685 domain-containing protein,sll1879
DUF3352 domain-containing protein CDS,SGL_RS17520,1689,DUF3352 domain-containing protein,slr1579
GTP-binding protein CDS,SGL_RS17195,1686,GTP-binding protein,slr1462
ilvD CDS,SGL_RS18015,1686,dihydroxy-acid dehydratase,slr0452
NAD(P)H-quinone oxidoreductase subunit 4 CDS,SGL_RS03225,1680,NAD(P)H-quinone oxidoreductase subunit 4,slr1291
kdpA CDS,SGL_RS08865,1677,potassium-transporting ATPase subunit KdpA,slr1728
M14 family metallopeptidase CDS,SGL_RS09055,1677,M14 family metallopeptidase,sll0236
NAD+ synthase CDS,SGL_RS11255,1677,NAD+ synthase,slr1691
MASE1 domain-containing protein CDS,SGL_RS03145,1674,MASE1 domain-containing protein,slr1798
ABC transporter permease subunit CDS,SGL_RS12585,1674,ABC transporter permease subunit,slr0327
ribBA CDS,SGL_RS10240,1671,"bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II",sll1894
carbohydrate porin CDS,SGL_RS10985,1671,carbohydrate porin,slr1163
SulP family inorganic anion transporter CDS,SGL_RS15380,1671,SulP family inorganic anion transporter,slr0096
hypothetical protein CDS,SGL_RS04930,1668,hypothetical protein,slr1033
serA CDS,SGL_RS08600,1665,phosphoglycerate dehydrogenase,sll1908
MBL fold metallo-hydrolase CDS,SGL_RS16630,1665,MBL fold metallo-hydrolase,sll0514
glpD CDS,SGL_RS11080,1662,glycerol-3-phosphate dehydrogenase,sll1085
phospholipase D-like domain-containing protein CDS,SGL_RS14595,1662,phospholipase D-like domain-containing protein,slr0197
nadB CDS,SGL_RS17230,1662,L-aspartate oxidase,sll0631
pyrG CDS,SGL_RS10805,1659,CTP synthase (glutamine hydrolyzing),sll1443
groL CDS,SGL_RS13680,1659,chaperonin GroEL,sll0416
ctaD CDS,SGL_RS05545,1656,cytochrome c oxidase subunit I,slr1137
pgm CDS,SGL_RS17740,1656,"phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)",sll0726
ATP-dependent DNA helicase CDS,SGL_RS02075,1650,ATP-dependent DNA helicase,slr1495
prfC CDS,SGL_RS06700,1644,peptide chain release factor 3,slr1228
acetolactate synthase large subunit CDS,SGL_RS09150,1644,acetolactate synthase large subunit,sll1981
cimA CDS,SGL_RS11140,1644,citramalate synthase,sll1564
iron uptake porin CDS,SGL_RS13040,1641,iron uptake porin,sll0772
CocE/NonD family hydrolase CDS,SGL_RS04430,1638,CocE/NonD family hydrolase,slr1771
cbb3-type cytochrome c oxidase subunit I CDS,SGL_RS09075,1635,cbb3-type cytochrome c oxidase subunit I,slr2082
MFS transporter CDS,SGL_RS10585,1635,MFS transporter,sll1374
S8 family serine peptidase CDS,SGL_RS18060,1635,S8 family serine peptidase,slr0459
guaA CDS,SGL_RS13520,1629,glutamine-hydrolyzing GMP synthase,slr0213
FAD-dependent oxidoreductase CDS,SGL_RS15345,1629,FAD-dependent oxidoreductase,slr0088
groL CDS,SGL_RS06170,1626,chaperonin GroEL,slr2076
ammonium transporter CDS,SGL_RS16895,1626,ammonium transporter,sll0537
sodium:proton antiporter CDS,SGL_RS11825,1623,sodium:proton antiporter,sll0273
NAD(P)/FAD-dependent oxidoreductase CDS,SGL_RS12725,1623,NAD(P)/FAD-dependent oxidoreductase,sll0175
AAA family ATPase CDS,SGL_RS14670,1623,AAA family ATPase,slr0207
iron uptake porin CDS,SGL_RS17810,1623,iron uptake porin,sll1550
Ppx/GppA phosphatase family protein CDS,SGL_RS17865,1623,Ppx/GppA phosphatase family protein,sll1546
hypothetical protein CDS,SGL_RS14845,1620,hypothetical protein,slr0913
glycoside hydrolase family 3 N-terminal domain-containing protein CDS,SGL_RS11500,1617,glycoside hydrolase family 3 N-terminal domain-containing protein,sll1538
alpha/beta hydrolase CDS,SGL_RS12445,1617,alpha/beta hydrolase,slr1944
cobA CDS,SGL_RS12770,1617,uroporphyrinogen-III C-methyltransferase,sll0166
B12-binding domain-containing radical SAM protein CDS,SGL_RS10160,1611,B12-binding domain-containing radical SAM protein,sll1242
hmpF CDS,SGL_RS03300,1608,pilus motility taxis protein HmpF,slr1301
NCS2 family permease CDS,SGL_RS12860,1608,NCS2 family permease,slr0360
SpoIID/LytB domain-containing protein CDS,SGL_RS14565,1608,SpoIID/LytB domain-containing protein,slr0191
serine/threonine-protein kinase CDS,SGL_RS18320,1608,serine/threonine-protein kinase,slr0599
ABC transporter ATP-binding protein CDS,SGL_RS07030,1605,ABC transporter ATP-binding protein,sll1276
iron ABC transporter permease CDS,SGL_RS09040,1605,iron ABC transporter permease,sll0238
hflX CDS,SGL_RS09400,1605,GTPase HflX,slr1521
radical SAM protein CDS,SGL_RS11760,1605,radical SAM protein,sll0424
hoxF CDS,SGL_RS09755,1602,bidirectional NAD-reducing hydrogenase diaphorase subunit HoxF,sll1221
2-isopropylmalate synthase CDS,SGL_RS12850,1602,2-isopropylmalate synthase,slr0186
murJ CDS,SGL_RS14090,1602,murein biosynthesis integral membrane protein MurJ,slr0488
energy transducer TonB CDS,SGL_RS02005,1599,energy transducer TonB,slr1484
gpmI CDS,SGL_RS12450,1599,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",slr1945
metG CDS,SGL_RS14365,1599,methionine--tRNA ligase,slr0649
glucose-6-phosphate isomerase CDS,SGL_RS10125,1596,glucose-6-phosphate isomerase,slr1349
radical SAM protein CDS,SGL_RS12535,1596,radical SAM protein,slr0320
Hsp70 family protein CDS,SGL_RS15340,1596,Hsp70 family protein,slr0086
pntA CDS,SGL_RS06815,1593,Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha,slr1239
glycoside hydrolase family 57 protein CDS,SGL_RS17645,1590,glycoside hydrolase family 57 protein,sll0735
ABC transporter permease subunit CDS,SGL_RS07090,1584,ABC transporter permease subunit,sll1270
Na+/H+ antiporter CDS,SGL_RS08850,1584,Na+/H+ antiporter,slr1727
leucyl aminopeptidase CDS,SGL_RS09430,1584,leucyl aminopeptidase,sll2001
diguanylate cyclase CDS,SGL_RS10750,1584,diguanylate cyclase,sll1170
TolC family protein CDS,SGL_RS10665,1581,TolC family protein,slr1270
NAD(P)H-quinone oxidoreductase subunit 4 CDS,SGL_RS12625,1578,NAD(P)H-quinone oxidoreductase subunit 4,slr0331
NAD(P)H-hydrate dehydratase CDS,SGL_RS10875,1575,NAD(P)H-hydrate dehydratase,sll1433
pitrilysin family protein CDS,SGL_RS11325,1575,pitrilysin family protein,sll0915
hypothetical protein CDS,SGL_RS16375,1569,hypothetical protein,sll0659
serine/threonine-protein kinase CDS,SGL_RS05270,1567,serine/threonine-protein kinase,sll1575
NAD(P)H-quinone oxidoreductase subunit N CDS,SGL_RS02610,1566,NAD(P)H-quinone oxidoreductase subunit N,sll0223
reverse transcriptase domain-containing protein CDS,SGL_RS14525,1566,reverse transcriptase domain-containing protein,sll0371
efflux RND transporter periplasmic adaptor subunit CDS,SGL_RS02235,1563,efflux RND transporter periplasmic adaptor subunit,sll1053
beta-3-deoxy-D-manno-oct-2-ulosonic acid transferase CDS,SGL_RS09510,1563,beta-3-deoxy-D-manno-oct-2-ulosonic acid transferase,slr2115
lnt CDS,SGL_RS09925,1560,apolipoprotein N-acyltransferase,slr0819
kaiC CDS,SGL_RS17760,1560,circadian clock protein KaiC,slr0758
mercuric reductase CDS,SGL_RS04470,1557,mercuric reductase,slr1849
ggt CDS,SGL_RS10660,1557,gamma-glutamyltransferase,slr1269
glycosyltransferase family 39 protein CDS,SGL_RS07810,1554,glycosyltransferase family 39 protein,sll2003
bifunctional pantoate--beta-alanine ligase/(d)CMP kinase CDS,SGL_RS10105,1542,bifunctional pantoate--beta-alanine ligase/(d)CMP kinase,sll1249
efflux RND transporter periplasmic adaptor subunit CDS,SGL_RS06045,1539,efflux RND transporter periplasmic adaptor subunit,slr1207
sodium:solute symporter CDS,SGL_RS11060,1539,sodium:solute symporter,sll1087
hypothetical protein CDS,SGL_RS06385,1536,hypothetical protein,sll1717
purH CDS,SGL_RS18300,1536,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,slr0597
lysS CDS,SGL_RS06545,1533,lysine--tRNA ligase,slr1550
TAXI family TRAP transporter solute-binding subunit CDS,SGL_RS02835,1530,TAXI family TRAP transporter solute-binding subunit,sll1037
hypothetical protein CDS,SGL_RS03930,1530,hypothetical protein,sll0641
zwf CDS,SGL_RS06375,1530,glucose-6-phosphate dehydrogenase,slr1843
YifB family Mg chelatase-like AAA ATPase CDS,SGL_RS14815,1530,YifB family Mg chelatase-like AAA ATPase,slr0904
PP2C family protein-serine/threonine phosphatase CDS,SGL_RS15800,1530,PP2C family protein-serine/threonine phosphatase,slr0114
GAF domain-containing protein CDS,SGL_RS17095,1530,GAF domain-containing protein,sll1334
trpE CDS,SGL_RS02440,1527,anthranilate synthase component I,slr0738
reverse transcriptase domain-containing protein CDS,SGL_RS04155,1527,reverse transcriptase domain-containing protein,sll1503
ilvA CDS,SGL_RS06140,1527,"threonine ammonia-lyase, biosynthetic",slr2072
bchB CDS,SGL_RS13030,1527,ferredoxin:protochlorophyllide reductase (ATP-dependent) subunit B,slr0772
crtD CDS,SGL_RS03235,1524,"C-3',4' desaturase CrtD",slr1293
type II CAAX endopeptidase family protein CDS,SGL_RS11460,1524,type II CAAX endopeptidase family protein,slr0959
psbB CDS,SGL_RS14825,1524,photosystem II chlorophyll-binding protein CP47,slr0906
ammonium transporter CDS,SGL_RS15695,1524,ammonium transporter,sll0108
NADH-quinone oxidoreductase subunit M CDS,SGL_RS16590,1524,NADH-quinone oxidoreductase subunit M,sll0027
family 10 glycosylhydrolase CDS,SGL_RS18270,1524,family 10 glycosylhydrolase,slr0592
hypothetical protein CDS,SGL_RS07465,1521,hypothetical protein,slr1863
class I SAM-dependent methyltransferase CDS,SGL_RS11610,1521,class I SAM-dependent methyltransferase,sll1526
amidase CDS,SGL_RS15160,1521,amidase,sll0828
bifunctional metallophosphatase/5'-nucleotidase CDS,SGL_RS15915,1521,bifunctional metallophosphatase/5'-nucleotidase,slr0306
malQ CDS,SGL_RS03010,1518,4-alpha-glucanotransferase,sll1676
hypothetical protein CDS,SGL_RS07115,1518,hypothetical protein,sll1268
pitrilysin family protein CDS,SGL_RS09715,1518,pitrilysin family protein,slr1331
radA CDS,SGL_RS11815,1518,DNA repair protein RadA,slr0448
kaiC CDS,SGL_RS12430,1518,circadian clock protein KaiC,slr1942
mechanosensitive ion channel CDS,SGL_RS15465,1518,mechanosensitive ion channel,slr0510
protein kinase CDS,SGL_RS16190,1518,protein kinase,sll0776
"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase CDS",SGL_RS16625,1518,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase",slr0528
murC CDS,SGL_RS17050,1518,UDP-N-acetylmuramate--L-alanine ligase,slr1423
ftsY CDS,SGL_RS09210,1515,signal recognition particle-docking protein FtsY,slr2102
cryptochrome/photolyase family protein CDS,SGL_RS10070,1515,cryptochrome/photolyase family protein,slr1343
atpA CDS,SGL_RS02675,1512,F0F1 ATP synthase subunit alpha,sll1326
site-2 protease family protein CDS,SGL_RS07300,1512,site-2 protease family protein,sll0862
NADH-quinone oxidoreductase subunit M CDS,SGL_RS06290,1509,NADH-quinone oxidoreductase subunit M,sll1733
ferredoxin--nitrite reductase CDS,SGL_RS14775,1509,ferredoxin--nitrite reductase,slr0898
UbiD family decarboxylase CDS,SGL_RS03420,1506,UbiD family decarboxylase,sll0936
SLBB domain-containing protein CDS,SGL_RS05210,1506,SLBB domain-containing protein,sll1581
AAA family ATPase CDS,SGL_RS12925,1506,AAA family ATPase,slr0374
WD40 repeat domain-containing protein CDS,SGL_RS13780,1506,WD40 repeat domain-containing protein,slr0439
hypothetical protein CDS,SGL_RS14560,1506,hypothetical protein,sll0188
efflux RND transporter periplasmic adaptor subunit CDS,SGL_RS14655,1506,efflux RND transporter periplasmic adaptor subunit,sll0180
crtH CDS,SGL_RS16540,1506,carotene isomerase,sll0033
pap CDS,SGL_RS07050,1503,polyphosphate:AMP phosphotransferase,slr1363
ggpS CDS,SGL_RS11085,1500,glucosylglycerol-phosphate synthase,sll1566
AAA family ATPase CDS,SGL_RS14065,1500,AAA family ATPase,slr0480
bchE CDS,SGL_RS14820,1500,magnesium-protoporphyrin IX monomethyl ester anaerobic oxidative cyclase,slr0905
SulP family inorganic anion transporter CDS,SGL_RS06705,1497,SulP family inorganic anion transporter,slr1229
FAD-dependent oxidoreductase CDS,SGL_RS13230,1497,FAD-dependent oxidoreductase,sll0321
cobQ CDS,SGL_RS15620,1497,cobyric acid synthase CobQ,slr0618
Ig-like domain-containing protein CDS,SGL_RS13195,1491,Ig-like domain-containing protein,sll0325
cation:proton antiporter CDS,SGL_RS05365,1488,cation:proton antiporter,slr2009
serine/threonine-protein kinase CDS,SGL_RS06680,1488,serine/threonine-protein kinase,slr1225
gatB CDS,SGL_RS10865,1488,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB,sll1435
glpK CDS,SGL_RS11095,1488,glycerol kinase GlpK,slr1672
purF CDS,SGL_RS13120,1488,amidophosphoribosyltransferase,sll0757
class A beta-lactamase CDS,SGL_RS15840,1488,class A beta-lactamase,slr0121
hypothetical protein CDS,SGL_RS17985,1488,hypothetical protein,sll0445
gltD CDS,SGL_RS02895,1485,glutamate synthase small subunit,sll1027
folate/biopterin family MFS transporter CDS,SGL_RS14315,1485,folate/biopterin family MFS transporter,slr0642
hypothetical protein CDS,SGL_RS03030,1482,hypothetical protein,slr1789
site-2 protease family protein CDS,SGL_RS14320,1482,site-2 protease family protein,slr0643
GH3 auxin-responsive promoter family protein CDS,SGL_RS02565,1479,GH3 auxin-responsive promoter family protein,sll0225
hypothetical protein CDS,SGL_RS08780,1479,hypothetical protein,slr1721
glcD CDS,SGL_RS13765,1479,glycolate oxidase subunit GlcD,sll0404
DUF2779 domain-containing protein CDS,SGL_RS14965,1479,DUF2779 domain-containing protein,slr0569
DEAD/DEAH box helicase CDS,SGL_RS15320,1479,DEAD/DEAH box helicase,slr0083
glgA CDS,SGL_RS02105,1476,glycogen synthase GlgA,sll1393
DUF3084 domain-containing protein CDS,SGL_RS09280,1476,DUF3084 domain-containing protein,sll1424
phosphoglucosamine mutase CDS,SGL_RS09775,1473,phosphoglucosamine mutase,slr1334
carotenoid oxygenase family protein CDS,SGL_RS11470,1473,carotenoid oxygenase family protein,sll1541
hypothetical protein CDS,SGL_RS06420,1470,hypothetical protein,slr1535
DASH family cryptochrome CDS,SGL_RS08020,1470,DASH family cryptochrome,sll1629
TldD/PmbA family protein CDS,SGL_RS09635,1470,TldD/PmbA family protein,slr1322
zds CDS,SGL_RS11330,1470,"9,9'-di-cis-zeta-carotene desaturase",slr0940
glycoside hydrolase 100 family protein CDS,SGL_RS17310,1470,glycoside hydrolase 100 family protein,sll0626
TM0106 family RecB-like putative nuclease CDS,SGL_RS02915,1467,TM0106 family RecB-like putative nuclease,sll1686
"deoxyribodipyrimidine photo-lyase, 8-HDF type CDS",SGL_RS08150,1467,"deoxyribodipyrimidine photo-lyase, 8-HDF type",slr0854
glycoside hydrolase family 13 protein CDS,SGL_RS08250,1467,glycoside hydrolase family 13 protein,sll0842
2-succinylbenzoate--CoA ligase CDS,SGL_RS14105,1467,2-succinylbenzoate--CoA ligase,slr0492
cation:proton antiporter CDS,SGL_RS05355,1464,cation:proton antiporter,slr2007
sodium/glutamate symporter CDS,SGL_RS15670,1464,sodium/glutamate symporter,slr0625
NAD(P)/FAD-dependent oxidoreductase CDS,SGL_RS17540,1464,NAD(P)/FAD-dependent oxidoreductase,sll1484
dacB CDS,SGL_RS14350,1461,D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase,slr0646
anthranilate synthase component I CDS,SGL_RS10370,1458,anthranilate synthase component I,slr1979
PucC family protein CDS,SGL_RS08630,1455,PucC family protein,sll1906
aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme CDS,SGL_RS02955,1452,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,sll1683
