,Seconds,Minutes,Oxy Electrode 1 Last (V),OxyElectrode 2 Last (V),OxyElectrode 3 Last (V)
125:47:25,548,9.133333333,0.826,0.57,0.706
125:47:26,549,9.15,0.825,0.57,0.706
125:47:27,550,9.166666667,0.826,0.57,0.706
125:47:28,551,9.183333333,0.826,0.569,0.706
125:47:29,552,9.2,0.825,0.569,0.708
125:47:30,553,9.216666667,0.825,0.569,0.706
125:47:31,554,9.233333333,0.827,0.569,0.704
125:47:32,555,9.25,0.824,0.569,0.702
125:47:33,556,9.266666667,0.825,0.569,0.702
125:47:34,557,9.283333333,0.825,0.569,0.701
125:47:35,558,9.3,0.825,0.569,0.701
125:47:36,559,9.316666667,0.823,0.569,0.701
125:47:37,560,9.333333333,0.825,0.569,0.702
125:47:38,561,9.35,0.825,0.569,0.701
125:47:39,562,9.366666667,0.824,0.569,0.701
125:47:40,563,9.383333333,0.824,0.57,0.701
125:47:41,564,9.4,0.825,0.569,0.701
125:47:42,565,9.416666667,0.824,0.569,0.703
125:47:43,566,9.433333333,0.824,0.569,0.703
125:47:44,567,9.45,0.825,0.57,0.704
125:47:45,568,9.466666667,0.824,0.569,0.704
125:47:46,569,9.483333333,0.825,0.569,0.706
125:47:47,570,9.5,0.825,0.569,0.706
125:47:48,571,9.516666667,0.824,0.569,0.706
125:47:49,572,9.533333333,0.823,0.569,0.706
125:47:50,573,9.55,0.826,0.569,0.707
125:47:51,574,9.566666667,0.825,0.569,0.706
125:47:52,575,9.583333333,0.824,0.569,0.708
125:47:53,576,9.6,0.824,0.569,0.707
125:47:54,577,9.616666667,0.825,0.569,0.708
125:47:55,578,9.633333333,0.824,0.568,0.707
125:47:56,579,9.65,0.823,0.568,0.708
125:47:57,580,9.666666667,0.824,0.568,0.708
125:47:58,581,9.683333333,0.823,0.568,0.709
125:47:59,582,9.7,0.823,0.568,0.709
125:48:00,583,9.716666667,0.824,0.568,0.71
125:48:01,584,9.733333333,0.825,0.568,0.711
125:48:02,585,9.75,0.823,0.568,0.712
125:48:03,586,9.766666667,0.824,0.568,0.713
125:48:04,587,9.783333333,0.824,0.568,0.712
125:48:05,588,9.8,0.824,0.568,0.713
125:48:06,589,9.816666667,0.823,0.568,0.713
125:48:07,590,9.833333333,0.825,0.568,0.713
125:48:08,591,9.85,0.823,0.568,0.711
125:48:09,592,9.866666667,0.824,0.568,0.712
125:48:10,593,9.883333333,0.824,0.568,0.71
125:48:11,594,9.9,0.823,0.568,0.71
125:48:12,595,9.916666667,0.822,0.568,0.709
125:48:13,596,9.933333333,0.823,0.568,0.708
125:48:14,597,9.95,0.823,0.568,0.706
125:48:15,598,9.966666667,0.821,0.567,0.706
125:48:16,599,9.983333333,0.822,0.568,0.705
125:48:17,600,10,0.822,0.567,0.704
125:48:18,601,10.01666667,0.821,0.567,0.703
125:48:19,602,10.03333333,0.822,0.567,0.702
125:48:20,603,10.05,0.822,0.567,0.701
125:48:21,604,10.06666667,0.82,0.567,0.701
125:48:22,605,10.08333333,0.822,0.567,0.701
125:48:23,606,10.1,0.821,0.567,0.7
125:48:24,607,10.11666667,0.821,0.567,0.701
125:48:25,608,10.13333333,0.821,0.567,0.701
125:48:26,609,10.15,0.821,0.567,0.701
125:48:27,610,10.16666667,0.82,0.567,0.702
125:48:28,611,10.18333333,0.821,0.567,0.703
125:48:29,612,10.2,0.821,0.567,0.702
125:48:30,613,10.21666667,0.82,0.567,0.703
125:48:31,614,10.23333333,0.821,0.567,0.703
125:48:32,615,10.25,0.821,0.567,0.703
125:48:33,616,10.26666667,0.82,0.567,0.704
125:48:34,617,10.28333333,0.821,0.567,0.705
125:48:35,618,10.3,0.821,0.567,0.705
125:48:36,619,10.31666667,0.821,0.567,0.706
125:48:37,620,10.33333333,0.822,0.567,0.706
125:48:38,621,10.35,0.822,0.567,0.706
125:48:39,622,10.36666667,0.821,0.567,0.707
125:48:40,623,10.38333333,0.821,0.566,0.707
125:48:41,624,10.4,0.823,0.567,0.708
125:48:42,625,10.41666667,0.821,0.566,0.708
125:48:43,626,10.43333333,0.822,0.567,0.71
125:48:44,627,10.45,0.822,0.566,0.709
125:48:45,628,10.46666667,0.821,0.567,0.71
125:48:46,629,10.48333333,0.821,0.567,0.71
125:48:47,630,10.5,0.822,0.567,0.71
125:48:48,631,10.51666667,0.82,0.566,0.709
125:48:49,632,10.53333333,0.82,0.567,0.709
125:48:50,633,10.55,0.821,0.567,0.708
125:48:51,634,10.56666667,0.82,0.566,0.708
125:48:52,635,10.58333333,0.82,0.567,0.708
125:48:53,636,10.6,0.821,0.567,0.707
125:48:54,637,10.61666667,0.821,0.567,0.706
125:48:55,638,10.63333333,0.819,0.566,0.705
125:48:56,639,10.65,0.821,0.567,0.705
125:48:57,640,10.66666667,0.82,0.566,0.703
125:48:58,641,10.68333333,0.82,0.567,0.703
125:48:59,642,10.7,0.819,0.566,0.701
125:49:00,643,10.71666667,0.821,0.566,0.7
125:49:01,644,10.73333333,0.819,0.566,0.699
125:49:02,645,10.75,0.819,0.566,0.7
125:49:03,646,10.76666667,0.82,0.566,0.699
125:49:04,647,10.78333333,0.82,0.566,0.7
125:49:05,648,10.8,0.818,0.566,0.699
125:49:06,649,10.81666667,0.82,0.566,0.7
125:49:07,650,10.83333333,0.82,0.566,0.7
125:49:08,651,10.85,0.819,0.566,0.701
125:49:09,652,10.86666667,0.819,0.566,0.701
125:49:10,653,10.88333333,0.82,0.566,0.702
125:49:11,654,10.9,0.819,0.566,0.702
125:49:12,655,10.91666667,0.818,0.565,0.702
125:49:13,656,10.93333333,0.82,0.566,0.702
125:49:14,657,10.95,0.819,0.565,0.702
125:49:15,658,10.96666667,0.819,0.565,0.703
125:49:16,659,10.98333333,0.818,0.565,0.703
125:49:17,660,11,0.82,0.566,0.705
125:49:18,661,11.01666667,0.818,0.565,0.704
125:49:19,662,11.03333333,0.818,0.565,0.705
125:49:20,663,11.05,0.818,0.565,0.704
125:49:21,664,11.06666667,0.819,0.565,0.705
125:49:22,665,11.08333333,0.819,0.565,0.704
125:49:23,666,11.1,0.818,0.565,0.705
125:49:24,667,11.11666667,0.818,0.565,0.705
125:49:25,668,11.13333333,0.819,0.565,0.705
125:49:26,669,11.15,0.819,0.565,0.705
125:49:27,670,11.16666667,0.819,0.565,0.705
125:49:28,671,11.18333333,0.818,0.565,0.705
125:49:29,672,11.2,0.818,0.565,0.705
125:49:30,673,11.21666667,0.819,0.565,0.705
125:49:31,674,11.23333333,0.818,0.564,0.704
125:49:32,675,11.25,0.818,0.564,0.705
125:49:33,676,11.26666667,0.817,0.564,0.704
125:49:34,677,11.28333333,0.818,0.564,0.705
125:49:35,678,11.3,0.817,0.564,0.704
125:49:36,679,11.31666667,0.818,0.564,0.705
125:49:37,680,11.33333333,0.816,0.564,0.704
125:49:38,681,11.35,0.817,0.564,0.705
125:49:39,682,11.36666667,0.817,0.564,0.704
125:49:40,683,11.38333333,0.818,0.564,0.705
125:49:41,684,11.4,0.817,0.564,0.706
125:49:42,685,11.41666667,0.816,0.564,0.707
125:49:43,686,11.43333333,0.817,0.564,0.707
125:49:44,687,11.45,0.818,0.564,0.707
125:49:45,688,11.46666667,0.817,0.564,0.707
125:49:46,689,11.48333333,0.816,0.564,0.707
125:49:47,690,11.5,0.817,0.564,0.708
125:49:48,691,11.51666667,0.817,0.564,0.707
125:49:49,692,11.53333333,0.818,0.564,0.707
125:49:50,693,11.55,0.816,0.563,0.706
125:49:51,694,11.56666667,0.817,0.563,0.707
125:49:52,695,11.58333333,0.816,0.563,0.705
125:49:53,696,11.6,0.817,0.563,0.705
125:49:54,697,11.61666667,0.816,0.563,0.703
125:49:55,698,11.63333333,0.816,0.563,0.704
125:49:56,699,11.65,0.815,0.563,0.702
125:49:57,700,11.66666667,0.816,0.563,0.701
125:49:58,701,11.68333333,0.816,0.563,0.699
125:49:59,702,11.7,0.815,0.563,0.699
125:50:00,703,11.71666667,0.815,0.563,0.698
125:50:01,704,11.73333333,0.815,0.563,0.697
125:50:02,705,11.75,0.815,0.562,0.696
125:50:03,706,11.76666667,0.815,0.562,0.695
125:50:04,707,11.78333333,0.814,0.562,0.697
125:50:05,708,11.8,0.814,0.562,0.696
125:50:06,709,11.81666667,0.816,0.562,0.696
125:50:07,710,11.83333333,0.815,0.562,0.696
125:50:08,711,11.85,0.815,0.562,0.696
125:50:09,712,11.86666667,0.813,0.562,0.696
125:50:10,713,11.88333333,0.814,0.562,0.696
125:50:11,714,11.9,0.814,0.562,0.696
125:50:12,715,11.91666667,0.814,0.563,0.697
125:50:13,716,11.93333333,0.813,0.562,0.697
125:50:14,717,11.95,0.813,0.562,0.698
125:50:15,718,11.96666667,0.813,0.562,0.698
125:50:16,719,11.98333333,0.815,0.562,0.699
125:50:17,720,12,0.814,0.562,0.699
125:50:18,721,12.01666667,0.813,0.562,0.7
125:50:19,722,12.03333333,0.813,0.562,0.7
125:50:20,723,12.05,0.814,0.562,0.7
125:50:21,724,12.06666667,0.815,0.561,0.7
125:50:22,725,12.08333333,0.814,0.561,0.7
125:50:23,726,12.1,0.814,0.561,0.7
125:50:24,727,12.11666667,0.813,0.561,0.7
125:50:25,728,12.13333333,0.814,0.561,0.7
125:50:26,729,12.15,0.813,0.56,0.699
125:50:27,730,12.16666667,0.813,0.561,0.7
125:50:28,731,12.18333333,0.812,0.56,0.699
125:50:29,732,12.2,0.813,0.561,0.7
125:50:30,733,12.21666667,0.813,0.56,0.699
125:50:31,734,12.23333333,0.812,0.561,0.7
125:50:32,735,12.25,0.812,0.56,0.699
125:50:33,736,12.26666667,0.813,0.561,0.7
125:50:34,737,12.28333333,0.813,0.56,0.7
125:50:35,738,12.3,0.812,0.56,0.7
125:50:36,739,12.31666667,0.812,0.56,0.7
125:50:37,740,12.33333333,0.812,0.56,0.7
125:50:38,741,12.35,0.813,0.56,0.699
125:50:39,742,12.36666667,0.812,0.56,0.699
125:50:40,743,12.38333333,0.812,0.56,0.699
125:50:41,744,12.4,0.811,0.56,0.699
125:50:42,745,12.41666667,0.812,0.56,0.699
125:50:43,746,12.43333333,0.812,0.56,0.7
125:50:44,747,12.45,0.812,0.56,0.7
125:50:45,748,12.46666667,0.811,0.56,0.699
125:50:46,749,12.48333333,0.811,0.56,0.7
125:50:47,750,12.5,0.812,0.56,0.699
125:50:48,751,12.51666667,0.812,0.56,0.7
125:50:49,752,12.53333333,0.81,0.559,0.699
125:50:50,753,12.55,0.811,0.56,0.7
125:50:51,754,12.56666667,0.81,0.56,0.699
125:50:52,755,12.58333333,0.811,0.56,0.7
125:50:53,756,12.6,0.812,0.56,0.699
125:50:54,757,12.61666667,0.811,0.559,0.7
125:50:55,758,12.63333333,0.81,0.56,0.699
125:50:56,759,12.65,0.811,0.559,0.699
125:50:57,760,12.66666667,0.812,0.56,0.699
125:50:58,761,12.68333333,0.811,0.559,0.699
125:50:59,762,12.7,0.81,0.559,0.699
125:51:00,763,12.71666667,0.809,0.559,0.698
125:51:01,764,12.73333333,0.81,0.56,0.699
125:51:02,765,12.75,0.81,0.559,0.698
125:51:03,766,12.76666667,0.811,0.559,0.699
125:51:04,767,12.78333333,0.81,0.559,0.697
125:51:05,768,12.8,0.81,0.559,0.698
125:51:06,769,12.81666667,0.809,0.559,0.697
125:51:07,770,12.83333333,0.81,0.559,0.698
125:51:08,771,12.85,0.81,0.559,0.697
125:51:09,772,12.86666667,0.81,0.559,0.697
125:51:10,773,12.88333333,0.809,0.559,0.697
125:51:11,774,12.9,0.809,0.558,0.697
125:51:12,775,12.91666667,0.809,0.559,0.697
125:51:13,776,12.93333333,0.81,0.559,0.697
125:51:14,777,12.95,0.81,0.558,0.697
125:51:15,778,12.96666667,0.808,0.558,0.696
125:51:16,779,12.98333333,0.808,0.559,0.697
125:51:17,780,13,0.809,0.558,0.698
125:51:18,781,13.01666667,0.81,0.559,0.698
125:51:19,782,13.03333333,0.809,0.558,0.697
125:51:20,783,13.05,0.808,0.558,0.697
125:51:21,784,13.06666667,0.808,0.558,0.697
125:51:22,785,13.08333333,0.809,0.558,0.698
125:51:23,786,13.1,0.808,0.558,0.697
125:51:24,787,13.11666667,0.808,0.558,0.698
125:51:25,788,13.13333333,0.807,0.558,0.697
125:51:26,789,13.15,0.808,0.558,0.698
125:51:27,790,13.16666667,0.809,0.558,0.697
125:51:28,791,13.18333333,0.808,0.558,0.698
125:51:29,792,13.2,0.807,0.558,0.698
125:51:30,793,13.21666667,0.808,0.558,0.698
125:51:31,794,13.23333333,0.808,0.558,0.697
125:51:32,795,13.25,0.807,0.557,0.697
125:51:33,796,13.26666667,0.807,0.558,0.698
125:51:34,797,13.28333333,0.807,0.557,0.697
125:51:35,798,13.3,0.808,0.558,0.698
125:51:36,799,13.31666667,0.807,0.557,0.698
125:51:37,800,13.33333333,0.807,0.557,0.698
125:51:38,801,13.35,0.806,0.557,0.698
125:51:39,802,13.36666667,0.807,0.557,0.699
125:51:40,803,13.38333333,0.807,0.557,0.698
125:51:41,804,13.4,0.807,0.557,0.698
125:51:42,805,13.41666667,0.805,0.557,0.697
125:51:43,806,13.43333333,0.806,0.557,0.698
125:51:44,807,13.45,0.806,0.557,0.697
125:51:45,808,13.46666667,0.806,0.557,0.697
125:51:46,809,13.48333333,0.806,0.557,0.697
125:51:47,810,13.5,0.805,0.557,0.697
125:51:48,811,13.51666667,0.805,0.557,0.697
125:51:49,812,13.53333333,0.806,0.557,0.697
125:51:50,813,13.55,0.807,0.557,0.697
125:51:51,814,13.56666667,0.806,0.556,0.696
125:51:52,815,13.58333333,0.805,0.557,0.696
125:51:53,816,13.6,0.805,0.556,0.696
125:51:54,817,13.61666667,0.806,0.557,0.697
125:51:55,818,13.63333333,0.806,0.556,0.696
125:51:56,819,13.65,0.806,0.556,0.696
125:51:57,820,13.66666667,0.804,0.556,0.695
125:51:58,821,13.68333333,0.805,0.556,0.696
125:51:59,822,13.7,0.804,0.556,0.696
125:52:00,823,13.71666667,0.805,0.556,0.696
125:52:01,824,13.73333333,0.805,0.556,0.695
125:52:02,825,13.75,0.805,0.556,0.696
125:52:03,826,13.76666667,0.804,0.556,0.696
125:52:04,827,13.78333333,0.804,0.556,0.696
125:52:05,828,13.8,0.804,0.556,0.696
125:52:06,829,13.81666667,0.805,0.556,0.697
125:52:07,830,13.83333333,0.805,0.556,0.697
125:52:08,831,13.85,0.803,0.556,0.696
125:52:09,832,13.86666667,0.804,0.556,0.697
125:52:10,833,13.88333333,0.803,0.556,0.696
125:52:11,834,13.9,0.804,0.556,0.696
125:52:12,835,13.91666667,0.804,0.555,0.696
125:52:13,836,13.93333333,0.804,0.555,0.696
125:52:14,837,13.95,0.803,0.555,0.695
125:52:15,838,13.96666667,0.803,0.555,0.696
125:52:16,839,13.98333333,0.803,0.555,0.695
125:52:17,840,14,0.804,0.555,0.695
125:52:18,841,14.01666667,0.803,0.555,0.694
125:52:19,842,14.03333333,0.803,0.555,0.695
125:52:20,843,14.05,0.802,0.555,0.694
125:52:21,844,14.06666667,0.803,0.555,0.694
125:52:22,845,14.08333333,0.803,0.555,0.694
125:52:23,846,14.1,0.804,0.554,0.694
125:52:24,847,14.11666667,0.803,0.554,0.694
125:52:25,848,14.13333333,0.802,0.554,0.693
125:52:26,849,14.15,0.802,0.554,0.694
125:52:27,850,14.16666667,0.802,0.554,0.693
125:52:28,851,14.18333333,0.803,0.554,0.694
125:52:29,852,14.2,0.802,0.554,0.693
125:52:30,853,14.21666667,0.802,0.554,0.694
125:52:31,854,14.23333333,0.801,0.553,0.693
125:52:32,855,14.25,0.802,0.554,0.694
125:52:33,856,14.26666667,0.801,0.553,0.693
125:52:34,857,14.28333333,0.803,0.554,0.694
125:52:35,858,14.3,0.802,0.553,0.693
125:52:36,859,14.31666667,0.801,0.553,0.694
125:52:37,860,14.33333333,0.801,0.553,0.693
125:52:38,861,14.35,0.802,0.553,0.693
125:52:39,862,14.36666667,0.801,0.553,0.692
125:52:40,863,14.38333333,0.802,0.553,0.693
125:52:41,864,14.4,0.801,0.553,0.693
125:52:42,865,14.41666667,0.8,0.553,0.692
125:52:43,866,14.43333333,0.8,0.553,0.693
125:52:44,867,14.45,0.801,0.553,0.692
125:52:45,868,14.46666667,0.802,0.553,0.693
125:52:46,869,14.48333333,0.801,0.553,0.692
125:52:47,870,14.5,0.8,0.553,0.692
125:52:48,871,14.51666667,0.8,0.552,0.691
125:52:49,872,14.53333333,0.8,0.553,0.692
125:52:50,873,14.55,0.8,0.553,0.692
125:52:51,874,14.56666667,0.801,0.553,0.692
125:52:52,875,14.58333333,0.8,0.552,0.69
125:52:53,876,14.6,0.8,0.552,0.691
125:52:54,877,14.61666667,0.799,0.552,0.69
125:52:55,878,14.63333333,0.799,0.552,0.69
125:52:56,879,14.65,0.799,0.552,0.69
125:52:57,880,14.66666667,0.8,0.553,0.69
125:52:58,881,14.68333333,0.8,0.552,0.689
125:52:59,882,14.7,0.799,0.552,0.689
125:53:00,883,14.71666667,0.798,0.552,0.689
125:53:01,884,14.73333333,0.799,0.552,0.69
125:53:02,885,14.75,0.799,0.553,0.69
125:53:03,886,14.76666667,0.799,0.553,0.69
125:53:04,887,14.78333333,0.8,0.553,0.691
125:53:05,888,14.8,0.8,0.553,0.689
125:53:06,889,14.81666667,0.799,0.553,0.689
125:53:07,890,14.83333333,0.798,0.552,0.688
125:53:08,891,14.85,0.798,0.553,0.689
125:53:09,892,14.86666667,0.798,0.553,0.689
125:53:10,893,14.88333333,0.799,0.553,0.689
125:53:11,894,14.9,0.798,0.553,0.689
125:53:12,895,14.91666667,0.799,0.553,0.689
125:53:13,896,14.93333333,0.798,0.553,0.689
125:53:14,897,14.95,0.798,0.553,0.689
125:53:15,898,14.96666667,0.798,0.553,0.689
125:53:16,899,14.98333333,0.798,0.553,0.689
125:53:17,900,15,0.798,0.553,0.688
125:53:18,901,15.01666667,0.798,0.553,0.688
125:53:19,902,15.03333333,0.797,0.553,0.688
125:53:20,903,15.05,0.796,0.553,0.687
125:53:21,904,15.06666667,0.796,0.553,0.687
125:53:22,905,15.08333333,0.797,0.553,0.687
125:53:23,906,15.1,0.798,0.553,0.687
125:53:24,907,15.11666667,0.797,0.553,0.687
125:53:25,908,15.13333333,0.796,0.553,0.688
125:53:26,909,15.15,0.796,0.553,0.686
125:53:27,910,15.16666667,0.796,0.553,0.687
125:53:28,911,15.18333333,0.795,0.553,0.686
125:53:29,912,15.2,0.797,0.553,0.687
125:53:30,913,15.21666667,0.796,0.552,0.687
125:53:31,914,15.23333333,0.797,0.552,0.687
125:53:32,915,15.25,0.796,0.552,0.687
125:53:33,916,15.26666667,0.796,0.552,0.688
125:53:34,917,15.28333333,0.796,0.552,0.689
125:53:35,918,15.3,0.796,0.552,0.689
125:53:36,919,15.31666667,0.797,0.551,0.689
125:53:37,920,15.33333333,0.796,0.551,0.689
125:53:38,921,15.35,0.796,0.551,0.689
125:53:39,922,15.36666667,0.795,0.551,0.688
125:53:40,923,15.38333333,0.795,0.551,0.689
125:53:41,924,15.4,0.795,0.551,0.688
125:53:42,925,15.41666667,0.797,0.551,0.688
125:53:43,926,15.43333333,0.796,0.55,0.688
125:53:44,927,15.45,0.795,0.55,0.688
125:53:45,928,15.46666667,0.794,0.55,0.687
125:53:46,929,15.48333333,0.795,0.55,0.689
125:53:47,930,15.5,0.794,0.55,0.688
125:53:48,931,15.51666667,0.795,0.55,0.688
125:53:49,932,15.53333333,0.795,0.549,0.687
125:53:50,933,15.55,0.795,0.549,0.687
125:53:51,934,15.56666667,0.794,0.549,0.687
125:53:52,935,15.58333333,0.794,0.549,0.687
125:53:53,936,15.6,0.794,0.55,0.687
125:53:54,937,15.61666667,0.794,0.549,0.687
125:53:55,938,15.63333333,0.795,0.549,0.687
125:53:56,939,15.65,0.795,0.549,0.687
125:53:57,940,15.66666667,0.795,0.549,0.687
125:53:58,941,15.68333333,0.794,0.549,0.686
125:53:59,942,15.7,0.794,0.549,0.686
125:54:00,943,15.71666667,0.793,0.549,0.686
125:54:01,944,15.73333333,0.794,0.549,0.686
125:54:02,945,15.75,0.794,0.548,0.686
125:54:03,946,15.76666667,0.795,0.548,0.686
125:54:04,947,15.78333333,0.793,0.548,0.685
125:54:05,948,15.8,0.793,0.548,0.686
125:54:06,949,15.81666667,0.793,0.548,0.686
125:54:07,950,15.83333333,0.794,0.548,0.686
125:54:08,951,15.85,0.794,0.548,0.686
125:54:09,952,15.86666667,0.793,0.548,0.685
125:54:10,953,15.88333333,0.792,0.548,0.686
125:54:11,954,15.9,0.792,0.548,0.686
125:54:12,955,15.91666667,0.793,0.548,0.685
125:54:13,956,15.93333333,0.793,0.548,0.685
125:54:14,957,15.95,0.793,0.548,0.685
125:54:15,958,15.96666667,0.792,0.548,0.685
125:54:16,959,15.98333333,0.793,0.548,0.686
125:54:17,960,16,0.792,0.547,0.685
125:54:18,961,16.01666667,0.793,0.547,0.685
125:54:19,962,16.03333333,0.792,0.547,0.684
125:54:20,963,16.05,0.792,0.547,0.685
125:54:21,964,16.06666667,0.791,0.547,0.684
125:54:22,965,16.08333333,0.793,0.547,0.685
125:54:23,966,16.1,0.792,0.547,0.684
125:54:24,967,16.11666667,0.791,0.547,0.684
125:54:25,968,16.13333333,0.791,0.547,0.684
125:54:26,969,16.15,0.791,0.547,0.684
125:54:27,970,16.16666667,0.792,0.547,0.684
125:54:28,971,16.18333333,0.792,0.547,0.684
125:54:29,972,16.2,0.791,0.547,0.684
125:54:30,973,16.21666667,0.791,0.547,0.684
125:54:31,974,16.23333333,0.791,0.547,0.684
125:54:32,975,16.25,0.792,0.546,0.684
125:54:33,976,16.26666667,0.792,0.546,0.684
125:54:34,977,16.28333333,0.791,0.546,0.683
125:54:35,978,16.3,0.791,0.546,0.684
125:54:36,979,16.31666667,0.79,0.546,0.683
125:54:37,980,16.33333333,0.792,0.546,0.684
125:54:38,981,16.35,0.791,0.546,0.682
125:54:39,982,16.36666667,0.791,0.546,0.683
125:54:40,983,16.38333333,0.79,0.546,0.683
125:54:41,984,16.4,0.79,0.546,0.683
125:54:42,985,16.41666667,0.791,0.546,0.683
125:54:43,986,16.43333333,0.79,0.546,0.683
125:54:44,987,16.45,0.789,0.546,0.682
125:54:45,988,16.46666667,0.79,0.546,0.683
125:54:46,989,16.48333333,0.79,0.545,0.682
125:54:47,990,16.5,0.79,0.545,0.682
125:54:48,991,16.51666667,0.789,0.545,0.683
125:54:49,992,16.53333333,0.788,0.545,0.683
125:54:50,993,16.55,0.789,0.545,0.682
125:54:51,994,16.56666667,0.789,0.545,0.682
125:54:52,995,16.58333333,0.79,0.545,0.682
125:54:53,996,16.6,0.788,0.545,0.681
125:54:54,997,16.61666667,0.789,0.545,0.682
125:54:55,998,16.63333333,0.788,0.545,0.682
125:54:56,999,16.65,0.79,0.545,0.682
125:54:57,1000,16.66666667,0.788,0.545,0.681
125:54:58,1001,16.68333333,0.788,0.545,0.681
125:54:59,1002,16.7,0.788,0.545,0.681
125:55:00,1003,16.71666667,0.789,0.545,0.681
125:55:01,1004,16.73333333,0.789,0.544,0.68
125:55:02,1005,16.75,0.788,0.544,0.681
125:55:03,1006,16.76666667,0.788,0.544,0.681
125:55:04,1007,16.78333333,0.788,0.544,0.681
125:55:05,1008,16.8,0.789,0.544,0.681
125:55:06,1009,16.81666667,0.788,0.544,0.68
125:55:07,1010,16.83333333,0.787,0.544,0.681
125:55:08,1011,16.85,0.787,0.544,0.68
125:55:09,1012,16.86666667,0.789,0.544,0.681
125:55:10,1013,16.88333333,0.788,0.544,0.68
125:55:11,1014,16.9,0.787,0.544,0.681
125:55:12,1015,16.91666667,0.787,0.544,0.681
125:55:13,1016,16.93333333,0.788,0.544,0.681
125:55:14,1017,16.95,0.787,0.543,0.68
125:55:15,1018,16.96666667,0.787,0.544,0.681
125:55:16,1019,16.98333333,0.786,0.543,0.68
125:55:17,1020,17,0.788,0.543,0.681
125:55:18,1021,17.01666667,0.787,0.543,0.68
125:55:19,1022,17.03333333,0.787,0.543,0.68
125:55:20,1023,17.05,0.786,0.543,0.68
125:55:21,1024,17.06666667,0.787,0.543,0.68
125:55:22,1025,17.08333333,0.787,0.543,0.68
125:55:23,1026,17.1,0.786,0.543,0.68
125:55:24,1027,17.11666667,0.787,0.543,0.68
125:55:25,1028,17.13333333,0.787,0.543,0.679
125:55:26,1029,17.15,0.786,0.543,0.679
125:55:27,1030,17.16666667,0.785,0.543,0.679
125:55:28,1031,17.18333333,0.786,0.543,0.68
125:55:29,1032,17.2,0.785,0.543,0.679
125:55:30,1033,17.21666667,0.785,0.543,0.681
125:55:31,1034,17.23333333,0.785,0.543,0.68
125:55:32,1035,17.25,0.787,0.543,0.681
125:55:33,1036,17.26666667,0.785,0.542,0.679
125:55:34,1037,17.28333333,0.785,0.543,0.68
125:55:35,1038,17.3,0.786,0.542,0.679
125:55:36,1039,17.31666667,0.786,0.543,0.679
125:55:37,1040,17.33333333,0.785,0.542,0.679
125:55:38,1041,17.35,0.785,0.542,0.679
125:55:39,1042,17.36666667,0.786,0.542,0.679
125:55:40,1043,17.38333333,0.785,0.542,0.678
125:55:41,1044,17.4,0.784,0.542,0.679
125:55:42,1045,17.41666667,0.785,0.542,0.678
125:55:43,1046,17.43333333,0.786,0.542,0.678
125:55:44,1047,17.45,0.784,0.541,0.678
125:55:45,1048,17.46666667,0.785,0.542,0.679
125:55:46,1049,17.48333333,0.785,0.542,0.678
125:55:47,1050,17.5,0.785,0.542,0.678
125:55:48,1051,17.51666667,0.784,0.541,0.677
125:55:49,1052,17.53333333,0.784,0.542,0.679
125:55:50,1053,17.55,0.785,0.541,0.678
125:55:51,1054,17.56666667,0.785,0.541,0.678
125:55:52,1055,17.58333333,0.783,0.541,0.678
125:55:53,1056,17.6,0.784,0.541,0.678
125:55:54,1057,17.61666667,0.784,0.541,0.677
125:55:55,1058,17.63333333,0.784,0.541,0.677
125:55:56,1059,17.65,0.783,0.541,0.677
125:55:57,1060,17.66666667,0.784,0.541,0.677
125:55:58,1061,17.68333333,0.784,0.541,0.677
125:55:59,1062,17.7,0.783,0.541,0.677
125:56:00,1063,17.71666667,0.783,0.541,0.677
125:56:01,1064,17.73333333,0.783,0.541,0.677
125:56:02,1065,17.75,0.784,0.541,0.677
